GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
waffle-distro/waffle-jna,waffle.windows.auth,WindowsAccount,52,0,4,0,16,0,9,0,7,0
waffle-distro/waffle-jna,waffle.windows.auth,PrincipalFormat,27,0,0,0,5,0,1,0,1,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsComputerImpl,77,0,7,0,18,0,10,0,5,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsCredentialsHandleImpl,81,0,8,0,20,0,9,0,5,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsDomainImpl.TrustDirection,21,0,0,0,4,0,1,0,1,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsIdentityImpl,140,0,16,0,30,0,18,0,10,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsAuthProviderImpl.ContinueContext,9,0,0,0,4,0,1,0,1,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsAccountImpl,36,0,0,0,12,0,8,0,8,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsSecurityContextImpl,221,0,24,0,61,0,31,0,18,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsDomainImpl.TrustType,45,0,0,0,8,0,1,0,1,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsAuthProviderImpl,313,0,28,0,70,0,26,0,11,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsIdentityImpersonationContextImpl,17,0,2,0,6,0,3,0,2,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsDomainImpl,83,0,16,0,23,0,13,0,5,0
waffle-distro/waffle-jna,waffle.windows.auth.impl,WindowsSecurityContextImpersonationContextImpl,30,0,4,0,10,0,4,0,2,0
waffle-distro/waffle-jna-jakarta,waffle.servlet.spi,NegotiateSecurityFilterProvider,259,0,24,0,64,0,21,0,9,0
waffle-distro/waffle-jna-jakarta,waffle.servlet.spi,BasicSecurityFilterProvider,97,0,4,0,23,0,11,0,9,0
waffle-distro/waffle-jna-jakarta,waffle.servlet.spi,SecurityFilterProviderCollection,268,0,22,0,54,0,22,0,11,0
waffle-distro/waffle-jna-jakarta,waffle.util.cache,Cache,27,0,2,0,7,0,2,0,1,0
waffle-distro/waffle-jna-jakarta,waffle.util.cache,CaffeineCacheSupplier,8,0,0,0,2,0,2,0,2,0
waffle-distro/waffle-jna-jakarta,waffle.util.cache,CaffeineCache,34,0,0,0,9,0,5,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,WindowsPrincipal,220,0,16,0,53,0,26,0,16,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,NegotiateRequestWrapper,21,0,0,0,7,0,5,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,NegotiateSecurityFilter,786,0,93,0,207,0,69,0,18,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,WaffleInfoServlet,214,0,10,0,54,0,11,0,6,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,AutoDisposableWindowsPrincipal,18,0,2,0,8,0,5,0,4,0
waffle-distro/waffle-jna-jakarta,waffle.servlet,CorsAwareNegotiateSecurityFilter,71,0,4,0,27,0,7,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.jaas,GroupPrincipal,124,0,14,0,31,0,14,0,7,0
waffle-distro/waffle-jna-jakarta,waffle.jaas,UserPrincipal,30,0,4,0,10,0,6,0,4,0
waffle-distro/waffle-jna-jakarta,waffle.jaas,WindowsLoginModule,476,0,43,0,109,0,38,0,14,0
waffle-distro/waffle-jna-jakarta,waffle.jaas,RolePrincipal,30,0,4,0,10,0,6,0,4,0
waffle-distro/waffle-jna-jakarta,waffle.util,WaffleInfo,546,0,27,0,132,0,23,0,9,0
waffle-distro/waffle-jna-jakarta,waffle.util,NtlmMessage,69,0,8,0,8,0,7,0,3,0
waffle-distro/waffle-jna-jakarta,waffle.util,AuthorizationHeader,171,0,32,0,38,0,28,0,12,0
waffle-distro/waffle-jna-jakarta,waffle.util,NtlmServletRequest,31,0,4,0,3,0,4,0,2,0
waffle-distro/waffle-jna-jakarta,waffle.util,CorsPreFlightCheck,84,0,12,0,22,0,8,0,2,0
waffle-distro/waffle-jna-jakarta,waffle.util,SPNegoMessage,165,0,26,0,28,0,16,0,3,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth,WindowsAccount,52,0,4,0,16,0,9,0,7,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth,PrincipalFormat,27,0,0,0,5,0,1,0,1,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsComputerImpl,77,0,7,0,18,0,10,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsCredentialsHandleImpl,81,0,8,0,20,0,9,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsDomainImpl.TrustDirection,21,0,0,0,4,0,1,0,1,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsIdentityImpl,140,0,16,0,30,0,18,0,10,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsAuthProviderImpl.ContinueContext,9,0,0,0,4,0,1,0,1,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsAccountImpl,36,0,0,0,12,0,8,0,8,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsSecurityContextImpl,221,0,24,0,61,0,31,0,18,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsDomainImpl.TrustType,45,0,0,0,8,0,1,0,1,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsAuthProviderImpl,313,0,28,0,70,0,26,0,11,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsIdentityImpersonationContextImpl,17,0,2,0,6,0,3,0,2,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsDomainImpl,83,0,16,0,23,0,13,0,5,0
waffle-distro/waffle-jna-jakarta,waffle.windows.auth.impl,WindowsSecurityContextImpersonationContextImpl,30,0,4,0,10,0,4,0,2,0
waffle-distro/waffle-shiro,waffle.shiro,GroupMappingWaffleRealm,59,0,6,0,16,0,7,0,4,0
waffle-distro/waffle-shiro,waffle.shiro,AbstractWaffleRealm,153,0,14,0,42,0,14,0,7,0
waffle-distro/waffle-shiro,waffle.shiro,WaffleFqnPrincipal,88,0,4,0,19,0,8,0,6,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,NegotiateAuthenticationStrategy,20,0,4,0,4,0,4,0,2,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,NegotiateToken,81,0,2,0,26,0,16,0,15,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,NegotiateAuthenticationRealm,111,0,8,0,33,0,8,0,4,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,NegotiateInfo,21,0,0,0,6,0,3,0,3,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,NegotiateAuthenticationFilter,344,0,18,0,86,0,31,0,22,0
waffle-distro/waffle-shiro,waffle.shiro.negotiate,AuthenticationInProgressException,3,0,0,0,1,0,1,0,1,0
waffle-distro/waffle-shiro,waffle.shiro.dynamic,DynamicAuthenticationFilter.WrapFormAuthenticationFilter,19,0,0,0,5,0,3,0,3,0
waffle-distro/waffle-shiro,waffle.shiro.dynamic,DynamicAuthenticationFilter.WrapNegotiateAuthenticationFilter,19,0,0,0,5,0,3,0,3,0
waffle-distro/waffle-shiro,waffle.shiro.dynamic,DynamicAuthenticationFilter,55,0,6,0,11,0,7,0,4,0
waffle-distro/waffle-spring-boot-autoconfigure2,waffle.spring.boot,WaffleAutoConfiguration,148,0,2,0,37,0,12,0,11,0
waffle-distro/waffle-spring-boot-autoconfigure2,waffle.spring.boot,WaffleProperties.SingleSignOnProperties,53,0,0,0,17,0,9,0,9,0
waffle-distro/waffle-spring-boot-autoconfigure2,waffle.spring.boot,WaffleProperties,40,0,0,0,16,0,9,0,9,0
waffle-distro/waffle-spring-security5,waffle.spring,NegotiateSecurityFilter,302,0,24,0,92,0,34,0,22,0
waffle-distro/waffle-spring-security5,waffle.spring,WindowsAuthenticationProvider,160,0,4,0,47,0,20,0,18,0
waffle-distro/waffle-spring-security5,waffle.spring,WindowsAuthenticationToken,82,0,6,0,20,0,13,0,10,0
waffle-distro/waffle-spring-security5,waffle.spring,FqnGrantedAuthorityFactory,36,0,4,0,10,0,4,0,2,0
waffle-distro/waffle-spring-security5,waffle.spring,DelegatingNegotiateSecurityFilter,188,0,10,0,73,0,19,0,14,0
waffle-distro/waffle-spring-security5,waffle.spring,NegotiateSecurityFilterEntryPoint,42,0,2,0,15,0,6,0,5,0
waffle-distro/waffle-spring-security5,waffle.spring,GuestLoginDisabledAuthenticationException,4,0,0,0,2,0,1,0,1,0
waffle-distro/waffle-tomcat85,waffle.apache,WaffleAuthenticatorBase,303,0,14,0,74,0,27,0,20,0
waffle-distro/waffle-tomcat85,waffle.apache,WindowsRealm,9,0,0,0,4,0,4,0,4,0
waffle-distro/waffle-tomcat85,waffle.apache,MixedAuthenticator,522,0,48,0,123,0,32,0,8,0
waffle-distro/waffle-tomcat85,waffle.apache,NegotiateAuthenticator,317,0,26,0,77,0,18,0,5,0
waffle-distro/waffle-tomcat85,waffle.apache,GenericWindowsPrincipal,173,0,12,0,39,0,17,0,9,0
waffle-distro/waffle-tomcat9,waffle.apache,WaffleAuthenticatorBase,303,0,14,0,74,0,27,0,20,0
waffle-distro/waffle-tomcat9,waffle.apache,WindowsRealm,9,0,0,0,4,0,4,0,4,0
waffle-distro/waffle-tomcat9,waffle.apache,MixedAuthenticator,522,0,48,0,123,0,32,0,8,0
waffle-distro/waffle-tomcat9,waffle.apache,NegotiateAuthenticator,317,0,26,0,77,0,18,0,5,0
waffle-distro/waffle-tomcat9,waffle.apache,GenericWindowsPrincipal,173,0,12,0,39,0,17,0,9,0
waffle-distro/waffle-tomcat10,waffle.apache,WaffleAuthenticatorBase,297,0,14,0,74,0,27,0,20,0
waffle-distro/waffle-tomcat10,waffle.apache,WindowsRealm,9,0,0,0,4,0,4,0,4,0
waffle-distro/waffle-tomcat10,waffle.apache,MixedAuthenticator,515,0,48,0,123,0,32,0,8,0
waffle-distro/waffle-tomcat10,waffle.apache,NegotiateAuthenticator,310,0,26,0,77,0,18,0,5,0
waffle-distro/waffle-tomcat10,waffle.apache,GenericWindowsPrincipal,172,0,12,0,38,0,17,0,9,0
waffle-distro/waffle-spring-boot-filter2,waffle.spring.boot.demo,DemoController,24,0,0,0,3,0,2,0,2,0
waffle-distro/waffle-spring-boot-filter2,waffle.spring.boot.demo,SecurityConfig,29,0,0,0,8,0,2,0,2,0
waffle-distro/waffle-spring-boot-filter2,waffle.spring.boot.demo,Application,8,0,0,0,3,0,2,0,2,0
